# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Aug  2 01:24:21 2025
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,sy_dist,sy_disterr1,sy_disterr2
Kepler-909 b,13.93290318000,0.00004462000,-0.00004462000,0,1.47000000,0.16000000,-0.11000000,0,2.76000000,,,0,852.00,,,0,,6154.00,62.02,-57.72,0,1.230000,0.128000,-0.083000,0,309.59600000,2.10400000,-2.07700000
Kepler-91 b,6.24658000000,0.00008000000,-0.00008000000,0,15.32270300,0.77342100,-0.67254000,0,257.44230000,57.20940000,-54.03110000,0,2040.00,50.00,-50.00,0,K3,4550.00,75.00,-75.00,0,6.300000,0.160000,-0.160000,0,1294.69000000,40.73500000,-40.73500000
Kepler-910 b,2.36436901500,0.00000882900,-0.00000882900,0,0.82000000,0.04000000,-0.03000000,0,0.47700000,,,0,1752.00,,,0,,6230.00,78.42,-71.69,0,1.500000,0.033000,-0.032000,0,400.28900000,4.95400000,-4.83600000
Kepler-911 b,20.31050100000,0.00005659000,-0.00005659000,0,2.60000000,0.10000000,-0.10000000,0,7.27000000,,,0,931.00,,,0,,6112.00,58.03,-62.20,0,1.990000,0.056000,-0.071000,0,556.16800000,8.13000000,-7.90300000
Kepler-912 b,2.53475627300,0.00000797500,-0.00000797500,0,2.80000000,0.84000000,-0.51000000,0,8.25000000,,,0,1218.00,,,0,,5998.00,277.89,-268.31,0,1.110000,0.334000,-0.169000,0,2004.72000000,113.67000000,-102.28000000
Kepler-913 b,10.29672521000,0.00003426000,-0.00003426000,0,2.06000000,0.08000000,-0.06000000,0,4.90000000,,,0,1129.00,,,0,,4687.00,34.09,-30.74,0,0.610000,0.012000,-0.011000,0,991.61800000,34.08200000,-31.92600000
Kepler-913 c,5.93911981600,,,0,3.85807090,,,0,14.20000000,,,0,1357.00,,,0,,6068.00,82.00,-82.00,0,1.797000,0.295000,-0.406000,0,991.61800000,34.08200000,-31.92600000
Kepler-914 b,4.40966548000,0.00001193000,-0.00001193000,0,1.38000000,0.17000000,-0.12000000,0,2.48000000,,,0,1192.00,,,0,,5877.00,74.15,-65.03,0,1.150000,0.131000,-0.091000,0,753.72300000,8.96600000,-8.96600000
Kepler-915 b,4.59489604000,0.00001413000,-0.00001413000,0,1.50000000,0.33000000,-0.19000000,0,2.86000000,,,0,1319.00,,,0,,6173.00,70.33,-51.89,0,1.380000,0.297000,-0.173000,0,849.03600000,9.92000000,-9.69800000
Kepler-916 b,32.29687980000,0.00024890000,-0.00024890000,0,1.76000000,0.14000000,-0.13000000,0,3.75000000,,,0,503.00,,,0,,5248.00,98.84,-91.38,0,0.810000,0.050000,-0.045000,0,830.71200000,16.60300000,-15.97500000
Kepler-917 b,2.97041437500,0.00000913500,-0.00000913500,0,1.91000000,0.24000000,-0.17000000,0,4.31000000,,,0,991.00,,,0,,5418.00,120.33,-70.72,0,0.760000,0.090000,-0.059000,0,3460.51000000,1507.57000000,-865.60000000
Kepler-918 b,4.85386933000,0.00003676000,-0.00003676000,0,1.74000000,0.40000000,-0.21000000,0,3.68000000,,,0,1052.00,,,0,,6028.00,134.42,-163.81,0,1.140000,0.261000,-0.124000,0,1025.03000000,32.41000000,-30.52300000
Kepler-919 b,11.04603384000,0.00006600000,-0.00006600000,0,2.25000000,0.87000000,-0.29000000,0,5.69000000,,,0,869.00,,,0,,6113.00,132.90,-172.00,0,1.210000,0.465000,-0.151000,0,1119.87000000,38.43000000,-36.00000000
Kepler-92 b,13.74900000000,,,0,3.51000000,0.10000000,-0.10000000,0,64.30000000,13.90000000,-13.90000000,0,975.00,,,0,,5883.00,50.00,-50.00,0,1.700000,0.050000,-0.050000,0,477.99200000,5.43000000,-5.31200000
Kepler-92 c,26.72300000000,,,0,2.60000000,0.08000000,-0.08000000,0,6.10000000,1.80000000,-1.80000000,0,781.00,,,0,,5883.00,50.00,-50.00,0,1.700000,0.050000,-0.050000,0,477.99200000,5.43000000,-5.31200000
Kepler-92 d,49.35680000000,0.00240000000,-0.00240000000,0,2.06700000,0.05600000,-0.05600000,0,11.86668060,11.28149826,-11.28149826,0,637.00,,,0,,5904.34,120.45,-139.24,0,1.817190,0.126065,-0.054880,0,477.99200000,5.43000000,-5.31200000
Kepler-920 b,6.53192704000,0.00002296000,-0.00002296000,0,2.42000000,0.22000000,-0.16000000,0,6.44000000,,,0,907.00,,,0,,5403.00,62.18,-59.44,0,0.850000,0.072000,-0.053000,0,1001.68000000,26.32000000,-25.03700000
Kepler-920 c,100.82741130000,0.00070630000,-0.00070630000,0,3.80000000,0.58000000,-0.28000000,0,13.80000000,,,0,364.00,,,0,,5403.00,62.18,-59.44,0,0.850000,0.072000,-0.053000,0,1001.68000000,26.32000000,-25.03700000
Kepler-921 b,51.30063400000,0.00067280000,-0.00067280000,0,2.87000000,0.33000000,-0.73000000,0,8.60000000,,,0,492.00,,,0,,5663.00,69.96,-61.96,0,0.910000,0.104000,-0.075000,0,934.49000000,17.78650000,-17.78650000
Kepler-922 b,0.93846683200,0.00000095400,-0.00000095400,0,1.42000000,0.18000000,-0.11000000,0,2.60000000,,,0,1876.00,,,0,,5671.00,64.06,-65.37,0,0.930000,0.113000,-0.072000,0,536.32300000,3.85750000,-3.85750000
Kepler-923 b,6.93366476000,0.00003537000,-0.00003537000,0,1.38000000,0.29000000,-0.19000000,0,2.48000000,,,0,1104.00,,,0,,5988.00,82.20,-64.57,0,1.260000,0.255000,-0.171000,0,1000.28000000,20.30000000,-19.52900000
Kepler-924 b,61.03701170000,0.00033660000,-0.00033660000,0,3.07000000,1.11000000,-0.61000000,0,9.64000000,,,0,610.00,,,0,,6167.00,124.02,-161.28,0,1.230000,0.445000,-0.180000,0,1053.04000000,22.09000000,-21.21000000
Kepler-925 b,33.86785310000,0.00017040000,-0.00017040000,0,2.34000000,0.66000000,-0.21000000,0,6.08000000,,,0,394.00,,,0,,4673.00,62.23,-104.92,0,0.720000,0.025000,-0.027000,0,611.11500000,15.20500000,-15.20500000
Kepler-926 b,52.06886010000,0.00019030000,-0.00019030000,0,2.31000000,0.57000000,-0.23000000,0,5.95000000,,,0,524.00,,,0,,5806.00,100.39,-125.66,0,1.010000,0.248000,-0.097000,0,921.36100000,30.24500000,-28.41300000
Kepler-927 b,9.11499030000,0.00003533000,-0.00003533000,0,1.72000000,0.40000000,-0.15000000,0,3.61000000,,,0,906.00,,,0,,5743.00,85.68,-106.02,0,0.990000,0.228000,-0.084000,0,831.68500000,12.96900000,-12.58400000
Kepler-928 b,3.93246130200,0.00000965200,-0.00000965200,0,1.59000000,0.31000000,-0.12000000,0,3.15000000,,,0,894.00,,,0,,4700.00,57.52,-57.97,0,0.700000,0.028000,-0.045000,0,508.80900000,7.16300000,-6.97000000
Kepler-929 b,0.92103213500,0.00000315100,-0.00000315100,0,1.11000000,0.27000000,-0.15000000,0,1.41000000,,,0,2362.00,,,0,,5869.00,290.44,-266.47,0,1.020000,0.245000,-0.135000,0,1311.23000000,35.40000000,-33.62000000
Kepler-93 b,4.72673978000,0.00000097000,-0.00000097000,0,1.47800000,0.01900000,-0.01900000,0,4.66000000,0.53000000,-0.53000000,0,1133.00,17.00,-17.00,0,,5669.00,75.00,-75.00,0,0.919000,0.011000,-0.011000,0,95.91150000,0.22170000,-0.22060000
Kepler-93 c,1460.00000000000,,,-1,,,,,954.00000000,,,-1,,,,,,5669.00,75.00,-75.00,0,0.920000,0.020000,-0.020000,0,95.91150000,0.22170000,-0.22060000
Kepler-930 b,71.45177750000,0.00075230000,-0.00075230000,0,2.13000000,0.92000000,-0.42000000,0,5.18000000,,,0,561.00,,,0,,6335.00,273.34,-258.85,0,1.400000,0.602000,-0.268000,0,848.39600000,11.66800000,-11.66800000
Kepler-931 b,8.03755877000,0.00002315000,-0.00002315000,0,1.33000000,0.14000000,-0.09000000,0,2.33000000,,,0,744.00,,,0,,5241.00,223.61,-198.95,0,0.810000,0.078000,-0.050000,0,490.00000000,53.41400000,-35.20700000
Kepler-932 b,1.92143739600,0.00000212300,-0.00000212300,0,1.37000000,0.13000000,-0.10000000,0,2.45000000,,,0,1276.00,,,0,,5331.00,194.78,-166.65,0,0.840000,0.074000,-0.054000,0,465.61200000,4.20300000,-4.12900000
Kepler-933 b,14.20443009000,0.00006185000,-0.00006185000,0,2.46000000,0.23000000,-0.16000000,0,6.62000000,,,0,602.00,,,0,,5346.00,65.89,-87.13,0,0.840000,0.071000,-0.051000,0,1017.20000000,29.37000000,-27.78700000
Kepler-934 b,55.67383090000,0.00028290000,-0.00028290000,0,2.09000000,0.15000000,-0.11000000,0,5.02000000,,,0,384.00,,,0,,5001.00,68.25,-76.01,0,0.770000,0.035000,-0.034000,0,608.73800000,8.99500000,-8.74100000
Kepler-935 b,4.88083852000,0.00001481000,-0.00001481000,0,1.35000000,0.08000000,-0.07000000,0,2.39000000,,,0,879.00,,,0,,4830.00,74.56,-87.15,0,0.730000,0.030000,-0.036000,0,471.78200000,4.08500000,-4.08500000
Kepler-936 b,10.56134221000,0.00004545000,-0.00004545000,0,1.45000000,0.20000000,-0.10000000,0,2.70000000,,,0,867.00,,,0,,5482.00,99.27,-127.57,0,0.890000,0.111000,-0.055000,0,823.39900000,,
Kepler-937 b,67.66882700000,0.00058330000,-0.00058330000,0,3.72000000,1.29000000,-0.48000000,0,13.40000000,,,0,495.00,,,0,,6095.00,81.71,-127.30,0,1.220000,0.422000,-0.153000,0,1571.46000000,61.05500000,-61.05500000
Kepler-937 c,153.34336400000,0.00328700000,-0.00328700000,0,2.67000000,0.91000000,-0.39000000,0,7.61000000,,,0,377.00,,,0,,6095.00,81.71,-127.30,0,1.220000,0.422000,-0.153000,0,1571.46000000,61.05500000,-61.05500000
Kepler-938 b,52.62984170000,0.00028980000,-0.00028980000,0,2.22000000,0.25000000,-0.16000000,0,5.56000000,,,0,544.00,,,0,,5533.00,95.38,-107.50,0,0.890000,0.097000,-0.060000,0,1182.05000000,,
Kepler-939 b,14.87829600000,0.00012560000,-0.00012560000,0,1.75000000,0.31000000,-0.20000000,0,3.71000000,,,0,692.00,,,0,,5471.00,149.70,-105.85,0,0.850000,0.090000,-0.068000,0,2093.62000000,147.37000000,-147.37000000
Kepler-94 b,2.50806000000,,,0,3.51000000,0.15000000,-0.15000000,0,10.84000000,1.40000000,-1.40000000,0,997.00,,,0,M0 V,4781.00,98.00,-98.00,0,0.760000,0.030000,-0.030000,0,191.90400000,0.82100000,-0.81400000
Kepler-94 c,820.30000000000,3.00000000000,-3.00000000000,0,12.50000000,,,0,3126.00000000,200.00000000,-200.00000000,0,,,,,M0 V,4781.00,98.00,-98.00,0,0.760000,0.030000,-0.030000,0,191.90400000,0.82100000,-0.81400000
Kepler-940 b,59.62252570000,0.00030150000,-0.00030150000,0,3.34000000,0.71000000,-0.31000000,0,11.10000000,,,0,486.00,,,0,,5769.00,169.66,-95.40,0,0.960000,0.125000,-0.081000,0,1260.78000000,59.01000000,-59.01000000
Kepler-941 b,17.42395198000,0.00008300000,-0.00008300000,0,3.08000000,0.35000000,-0.61000000,0,9.69000000,,,0,722.00,,,0,,5539.00,154.02,-104.04,0,0.860000,0.095000,-0.076000,0,1088.36000000,38.34500000,-38.34500000
Kepler-942 b,44.96417488000,0.00006962000,-0.00006962000,0,2.13000000,0.23000000,-0.08000000,0,5.18000000,,,0,379.00,,,0,,4861.00,77.85,-66.28,0,0.750000,0.016000,-0.015000,0,216.35400000,0.65300000,-0.64900000
Kepler-943 b,49.77014380000,0.00011720000,-0.00011720000,0,5.93000000,0.79000000,-0.53000000,0,29.50000000,,,0,455.00,,,0,,5612.00,121.64,-101.28,0,0.910000,0.110000,-0.074000,0,2300.53000000,170.09000000,-148.69000000
Kepler-944 b,43.31677370000,0.00023510000,-0.00023510000,0,2.63000000,0.27000000,-0.21000000,0,7.41000000,,,0,459.00,,,0,,5409.00,108.67,-133.24,0,0.830000,0.076000,-0.063000,0,1349.43000000,56.12500000,-56.12500000
Kepler-945 b,31.00338140000,0.00020810000,-0.00020810000,0,2.63000000,0.47000000,-0.25000000,0,7.41000000,,,0,616.00,,,0,,5718.00,119.29,-104.43,0,0.970000,0.168000,-0.086000,0,1651.25000000,103.11000000,-91.87000000
Kepler-946 b,11.79162572000,0.00005506000,-0.00005506000,0,1.93000000,0.32000000,-0.20000000,0,4.38000000,,,0,857.00,,,0,,5665.00,263.42,-144.77,0,0.930000,0.150000,-0.088000,0,1137.29000000,29.83000000,-28.37000000
Kepler-947 b,26.96443170000,0.00015700000,-0.00015700000,0,2.28000000,0.23000000,-0.23000000,0,5.82000000,,,0,573.00,,,0,,5508.00,133.16,-129.72,0,0.870000,0.085000,-0.072000,0,1730.78000000,99.26000000,-89.22000000
Kepler-948 b,7.76846622000,0.00004201000,-0.00004201000,0,1.85000000,0.32000000,-0.41000000,0,4.08000000,,,0,841.00,,,0,,5679.00,174.93,-134.32,0,0.940000,0.160000,-0.079000,0,868.01700000,15.03250000,-15.03250000
Kepler-949 b,8.68930729600,0.00000963200,-0.00000963200,0,2.91000000,0.36000000,-0.23000000,0,8.80000000,,,0,782.00,,,0,,5403.00,200.90,-208.02,0,0.860000,0.105000,-0.067000,0,486.10500000,5.38700000,-5.38700000
Kepler-949 c,20.99757968000,0.00003334000,-0.00003334000,0,2.97000000,0.61000000,-0.43000000,0,9.11000000,,,0,582.00,,,0,,5211.00,181.00,-163.00,0,0.895000,0.186000,-0.129000,0,486.10500000,5.38700000,-5.38700000
Kepler-95 b,11.52310000000,,,0,3.42000000,0.09000000,-0.09000000,0,13.00000000,2.90000000,-2.90000000,0,927.00,,,0,,5699.00,74.00,-74.00,0,1.410000,0.040000,-0.040000,0,445.65600000,5.78300000,-5.64000000
Kepler-950 b,98.71804060000,0.00017480000,-0.00017480000,0,8.98000000,1.56000000,-0.83000000,0,59.60000000,,,0,360.00,,,0,,5857.00,115.89,-163.53,0,1.020000,0.171000,-0.093000,0,2161.60000000,199.49000000,-169.19000000
Kepler-951 b,71.52530845000,0.00008419000,-0.00008419000,0,5.59000000,0.24000000,-0.26000000,0,26.70000000,,,0,340.00,,,0,,4834.00,86.05,-91.65,0,0.730000,0.029000,-0.034000,0,382.50900000,3.46700000,-3.40600000
Kepler-952 b,130.35469190000,0.00020690000,-0.00020690000,0,7.65000000,1.65000000,-0.75000000,0,45.40000000,,,0,369.00,,,0,,5730.00,87.45,-100.17,0,0.990000,0.214000,-0.082000,0,1304.25000000,42.82000000,-40.23000000
Kepler-953 b,88.40655258000,0.00008306000,-0.00008306000,0,4.21000000,0.37000000,-0.33000000,0,16.50000000,,,0,410.00,,,0,,5416.00,40.78,-45.57,0,0.990000,0.086000,-0.073000,0,258.89300000,,
Kepler-953 c,9.10967112000,0.00002528000,-0.00002528000,0,1.19000000,0.11000000,-0.09000000,0,1.81000000,,,0,873.00,,,0,,5416.00,40.78,-45.57,0,0.990000,0.086000,-0.073000,0,258.89300000,,
Kepler-954 b,16.78176602000,0.00001593000,-0.00001593000,0,2.32000000,0.05000000,-0.11000000,0,5.99000000,,,0,545.00,,,0,,4990.00,61.28,-69.80,0,0.760000,0.017000,-0.018000,0,215.81400000,1.14800000,-1.13500000
Kepler-955 b,14.53244172000,0.00001662000,-0.00001662000,0,3.13000000,0.27000000,-0.17000000,0,9.96000000,,,0,664.00,,,0,,5350.00,73.41,-89.94,0,0.840000,0.068000,-0.044000,0,550.38300000,6.79500000,-6.63500000
Kepler-956 b,5.24867263100,0.00000312100,-0.00000312100,0,3.00000000,0.78000000,-0.38000000,0,9.27000000,,,0,1056.00,,,0,,6040.00,114.09,-113.17,0,1.150000,0.298000,-0.135000,0,544.93900000,4.29200000,-4.22600000
Kepler-957 b,5.90741353700,0.00000506700,-0.00000506700,0,5.50000000,0.29000000,-0.32000000,0,25.90000000,,,0,769.00,,,0,,4963.00,47.52,-58.85,0,0.750000,0.034000,-0.040000,0,824.68800000,20.22200000,-20.22200000
Kepler-958 b,9.76788050000,0.00001110000,-0.00001110000,0,2.06000000,0.10000000,-0.08000000,0,4.90000000,,,0,749.00,,,0,,5421.00,57.75,-54.04,0,0.860000,0.037000,-0.029000,0,449.77300000,2.88550000,-2.88550000
Kepler-959 b,14.80074836000,0.00004706000,-0.00004706000,0,4.38000000,1.21000000,-0.87000000,0,17.60000000,,,0,1912.00,,,0,,7005.00,193.26,-159.47,0,2.010000,0.552000,-0.400000,0,807.72900000,14.09900000,-13.63100000
Kepler-96 b,16.23850000000,,,0,2.67000000,0.22000000,-0.22000000,0,8.46000000,3.40000000,-3.40000000,0,711.00,,,0,,5690.00,73.00,-73.00,0,1.020000,0.090000,-0.090000,0,122.88100000,0.40400000,-0.40100000
Kepler-960 b,3.12686223000,0.00000166800,-0.00000166800,0,2.29000000,0.07000000,-0.25000000,0,5.86000000,,,0,1391.00,,,0,,4755.00,41.26,-40.53,0,0.720000,0.023000,-0.030000,0,284.91600000,1.60000000,-1.60000000
Kepler-961 b,16.87727414000,0.00002872000,-0.00002872000,0,2.55000000,0.11000000,-0.08000000,0,7.04000000,,,0,642.00,,,0,,5582.00,53.72,-55.83,0,0.900000,0.034000,-0.028000,0,574.31400000,5.81600000,-5.70200000
Kepler-962 b,12.05707239000,0.00001586000,-0.00001586000,0,1.97000000,0.08000000,-0.08000000,0,4.54000000,,,0,689.00,,,0,,5478.00,72.81,-55.18,0,0.860000,0.023000,-0.026000,0,411.48600000,2.30000000,-2.30000000
Kepler-963 b,9.97683705000,0.00001568000,-0.00001568000,0,2.66000000,0.30000000,-0.19000000,0,7.56000000,,,0,802.00,,,0,G,5461.00,214.90,-150.82,0,0.870000,0.096000,-0.061000,0,771.49400000,12.80100000,-12.39700000
Kepler-963 c,0.91978300000,0.00000300000,-0.00000300000,0,0.60000000,0.20000000,-0.20000000,0,0.15600000,,,0,,,,,G,5169.47,,,0,0.928000,0.239000,-0.147000,0,771.49400000,12.80100000,-12.39700000
Kepler-964 b,13.52251060000,0.00002258000,-0.00002258000,0,2.12000000,0.09000000,-0.07000000,0,5.14000000,,,0,652.00,,,0,,5427.00,78.18,-75.15,0,0.840000,0.021000,-0.024000,0,454.62600000,4.55650000,-4.55650000
Kepler-965 b,134.25272980000,0.00056610000,-0.00056610000,0,3.38000000,0.55000000,-0.39000000,0,11.40000000,,,0,393.00,,,0,,5886.00,79.36,-64.81,0,1.150000,0.187000,-0.130000,0,582.82800000,6.27900000,-6.14800000
Kepler-966 b,99.74762200000,0.00045230000,-0.00045230000,0,4.13000000,1.17000000,-0.58000000,0,16.00000000,,,0,391.00,,,0,,5840.00,113.67,-184.03,0,1.020000,0.264000,-0.105000,0,1027.80000000,21.01000000,-20.19000000
Kepler-967 b,13.22713379000,0.00002209000,-0.00002209000,0,2.35000000,0.08000000,-0.10000000,0,6.12000000,,,0,638.00,,,0,,5178.00,68.70,-79.80,0,0.800000,0.026000,-0.026000,0,568.54600000,,
Kepler-967 c,198.71125020000,0.00065580000,-0.00065580000,0,3.65000000,0.15000000,-0.13000000,0,12.90000000,,,0,258.00,,,0,,5178.00,68.70,-79.80,0,0.800000,0.026000,-0.026000,0,568.54600000,,
Kepler-968 b,3.69298372800,0.00000360600,-0.00000360600,0,2.00000000,0.08000000,-0.08000000,0,4.66000000,,,0,745.00,,,0,,4598.00,37.07,-38.88,0,0.700000,0.021000,-0.027000,0,290.32400000,1.44800000,-1.43500000
Kepler-968 c,5.70940491800,0.00000954200,-0.00000954200,0,1.69000000,0.08000000,-0.07000000,0,3.50000000,,,0,644.00,,,0,,4598.00,37.07,-38.88,0,0.700000,0.021000,-0.027000,0,290.32400000,1.44800000,-1.43500000
Kepler-969 b,34.17317140000,0.00007358000,-0.00007358000,0,2.07000000,0.05000000,-0.05000000,0,4.94000000,,,0,465.00,,,0,,5214.00,44.63,-40.68,0,0.820000,0.013000,-0.011000,0,390.35400000,2.57200000,-2.57200000
Kepler-969 c,1.68293460400,0.00000293300,-0.00000293300,0,0.99000000,0.02000000,-0.05000000,0,0.93700000,,,0,1270.00,,,0,,5214.00,44.63,-40.68,0,0.820000,0.013000,-0.011000,0,390.35400000,2.57200000,-2.57200000
Kepler-97 b,2.58664000000,,,0,1.48000000,0.13000000,-0.13000000,0,3.51000000,1.90000000,-1.90000000,0,1328.00,,,0,,5779.00,74.00,-74.00,0,0.980000,0.090000,-0.090000,0,400.90700000,3.55200000,-3.49100000
Kepler-97 c,789.00000000000,,,-1,,,,,344.00000000,,,-1,,,,,,5779.00,74.00,-74.00,0,0.980000,0.090000,-0.090000,0,400.90700000,3.55200000,-3.49100000
Kepler-970 b,16.73652500000,0.00002000000,-0.00002000000,0,2.60900000,0.26500000,-0.20300000,0,7.31000000,,,0,464.00,,,0,,4290.00,70.00,-70.00,0,0.710000,0.030000,-0.030000,0,331.54500000,2.43550000,-2.43550000
Kepler-971 b,9.59070716000,0.00002320000,-0.00002320000,0,2.13000000,0.22000000,-0.24000000,0,5.18000000,,,0,1087.00,,,0,,5431.00,86.00,-112.52,0,0.850000,0.086000,-0.059000,0,338.52200000,6.76400000,-6.50900000
Kepler-972 b,7.03932553000,0.00001608000,-0.00001608000,0,4.65000000,1.52000000,-1.10000000,0,19.50000000,,,0,1060.00,,,0,,6146.00,204.83,-260.44,0,1.220000,0.396000,-0.200000,0,1198.03000000,37.30000000,-35.15000000
Kepler-973 b,49.60773310000,0.00012080000,-0.00012080000,0,1.96000000,0.08000000,-0.07000000,0,4.50000000,,,0,402.00,,,0,,5213.00,65.87,-62.75,0,0.780000,0.019000,-0.022000,0,328.52000000,4.72000000,-4.59100000
Kepler-974 b,4.19449651400,0.00000503100,-0.00000503100,0,1.57000000,0.06000000,-0.29000000,0,3.09000000,,,0,577.00,,,0,,3687.00,38.83,-36.96,0,0.500000,0.018000,-0.020000,0,134.31100000,0.44700000,-0.44400000
Kepler-975 b,1.97034245700,0.00000235700,-0.00000235700,0,1.48000000,0.06000000,-0.09000000,0,2.79000000,,,0,1599.00,,,0,,4897.00,90.72,-106.80,0,0.750000,0.032000,-0.030000,0,426.08800000,3.56400000,-3.56400000
Kepler-975 c,5.05821338000,0.00000473800,-0.00000473800,0,10.69000000,6.94000000,-6.30000000,0,80.20000000,,,0,1168.00,,,0,,4883.00,146.00,-132.00,0,1.667000,1.082000,-0.983000,0,426.08800000,3.56400000,-3.56400000
Kepler-976 b,105.95641480000,0.00046260000,-0.00046260000,0,3.96000000,0.29000000,-0.20000000,0,14.90000000,,,0,324.00,,,0,,5232.00,51.16,-66.39,0,0.830000,0.054000,-0.040000,0,1012.41000000,34.57000000,-32.39900000
Kepler-977 b,26.85328322000,0.00006393000,-0.00006393000,0,2.62000000,0.17000000,-0.17000000,0,7.37000000,,,0,544.00,,,0,,5315.00,84.55,-105.24,0,0.830000,0.055000,-0.045000,0,568.75100000,6.41200000,-6.41200000
Kepler-978 b,49.62215090000,0.00017100000,-0.00017100000,0,2.99000000,0.67000000,-0.57000000,0,9.22000000,,,0,546.00,,,0,,6002.00,81.98,-84.89,0,1.090000,0.246000,-0.116000,0,682.52200000,,
Kepler-979 b,8.08801350000,0.00001135000,-0.00001135000,0,2.72000000,0.42000000,-0.23000000,0,7.85000000,,,0,792.00,,,0,,5310.00,205.13,-136.81,0,0.830000,0.075000,-0.052000,0,576.50300000,7.05650000,-7.05650000
Kepler-98 b,1.54168000000,,,0,1.99000000,0.22000000,-0.22000000,0,3.55000000,1.60000000,-1.60000000,0,1592.00,,,0,,5539.00,73.00,-73.00,0,1.110000,0.120000,-0.120000,0,350.31500000,2.97800000,-2.92900000
Kepler-980 b,11.55102504000,0.00002754000,-0.00002754000,0,2.67000000,0.23000000,-0.45000000,0,7.61000000,,,0,845.00,,,0,,5935.00,98.90,-92.58,0,1.060000,0.085000,-0.065000,0,961.46800000,16.67100000,-16.67100000
Kepler-981 b,4.46975773600,0.00000586300,-0.00000586300,0,2.31000000,0.30000000,-0.18000000,0,5.95000000,,,0,1103.00,,,0,,5718.00,78.23,-82.87,0,0.960000,0.124000,-0.072000,0,878.08200000,14.18850000,-14.18850000
Kepler-982 b,15.77382210000,0.00004115000,-0.00004115000,0,2.25000000,0.47000000,-0.27000000,0,5.69000000,,,0,955.00,,,0,,6139.00,54.99,-62.95,0,1.290000,0.266000,-0.154000,0,801.47900000,15.33200000,-14.77800000
Kepler-983 b,60.08550820000,0.00026110000,-0.00026110000,0,2.36000000,0.07000000,-0.18000000,0,6.17000000,,,0,485.00,,,0,,6052.00,50.95,-47.66,0,1.080000,0.030000,-0.034000,0,714.43700000,,
Kepler-984 b,43.03422720000,0.00014790000,-0.00014790000,0,2.12000000,0.13000000,-0.11000000,0,5.14000000,,,0,484.00,,,0,,5610.00,94.38,-91.79,0,0.930000,0.052000,-0.042000,0,460.18800000,3.22000000,-3.17600000
Kepler-985 b,116.33190100000,0.00138100000,-0.00138100000,0,2.98000000,0.14000000,-0.15000000,0,9.17000000,,,0,323.00,,,0,,5434.00,75.03,-61.79,0,0.850000,0.028000,-0.028000,0,679.36100000,9.34400000,-9.09700000
Kepler-986 b,56.43499380000,0.00014460000,-0.00014460000,0,2.36000000,0.29000000,-0.19000000,0,6.17000000,,,0,465.00,,,0,,5642.00,74.24,-60.93,0,0.980000,0.118000,-0.077000,0,548.36400000,5.88550000,-5.88550000
